0,150
1,150
2,150
3,150
4,149
5,150
6,150
7,150
8,150
9,150
10,150
11,150
12,149
13,150
14,150
15,150
16,150
17,150
18,150
19,150
20,150
21,150
22,150
23,150
24,150
25,150
26,150
27,150
28,150
29,150
30,150
31,150
32,150
33,150
34,150
35,150
36,150
37,150
38,150
39,150
40,150
41,150
42,150
43,150
44,150
45,150
46,150
47,150
48,150
49,150
50,150
51,150
52,150
53,150
54,150
55,150
56,150
57,150
58,150
59,150
60,150
61,150
62,150
63,150
64,150
65,150
66,150
67,150
68,150
69,150
70,150
71,150
72,150
73,150
74,150
75,150
76,150
77,150
78,150
79,150
80,150
81,150
82,150
83,150
84,150
85,150
86,150
87,150
88,150
89,150
90,150
91,150
92,150
93,150
94,150
95,150
96,150
97,150
98,150
99,150
100,150
101,150
102,150
103,150
104,150
105,150
106,150
107,150
108,150
109,150
110,150
111,150
112,150
113,150
114,150
115,150
116,150
117,150
118,150
119,150
120,150
121,150
122,150
123,150
124,150
125,150
126,150
127,150
128,150
129,150
130,150
131,150
132,150
133,150
134,150
135,150
136,150
137,150
138,150
139,150
140,150
141,150
142,150
143,150
144,150
145,150
146,150
147,150
148,150
149,150
150,150
151,150
152,150
153,150
154,150
155,150
156,150
157,150
158,150
159,150
160,150
161,150
162,150
163,150
164,150
165,150
166,150
167,150
168,150
169,150
170,150
171,150
172,150
173,150
174,150
175,150
176,150
177,150
178,150
179,150
180,150
181,150
182,150
183,150
184,150
185,150
186,150
187,150
188,150
189,150
190,150
191,150
192,150
193,150
194,150
195,150
196,150
197,150
198,150
199,150
200,150
201,150
202,150
203,150
204,150
205,150
206,150
207,150
208,150
209,150
210,150
211,150
212,150
213,150
214,150
215,150
216,150
217,150
218,150
219,150
220,150
221,151
222,151
223,151
224,151
225,151
226,151
227,151
228,151
229,151
230,151
231,151
232,151
233,151
234,151
235,151
236,150
237,151
238,150
239,150
240,150
241,150
242,150
243,150
244,150
245,150
246,150
247,150
248,150
249,150
250,150
251,150
252,150
253,150
254,150
255,150
256,150
257,150
258,150
259,150
260,150
261,150
262,150
263,150
264,150
265,150
266,150
267,150
268,150
269,150
270,150
271,150
272,150
273,150
274,150
275,150
276,150
277,150
278,150
279,150
280,150
281,150
282,150
283,150
284,150
285,150
286,150
287,150
288,150
289,150
290,150
291,150
292,150
293,150
294,151
295,151
296,151
297,151
298,151
299,151
300,150
301,151
302,151
303,151
304,151
305,150
306,150
307,150
308,150
309,150
310,150
311,150
312,150
313,150
314,150
315,150
316,150
317,150
318,150
319,150
320,150
321,150
322,150
323,150
324,150
325,150
326,150
327,150
328,150
329,150
330,150
331,150
332,150
333,150
334,150
335,150
336,150
337,150
338,150
339,150
340,150
341,150
342,150
343,150
344,150
345,150
346,150
347,150
348,150
349,150
